year,title,rating,no_of_reviews,directors_actors,genres,runtime,gross
(2020),The Pizzagate Massacre,4.9,507,"Director:,John Valley,,|,Stars:,Tinus Seaux,,,Alexandria Payne,,,Lee Eddy,,,Mike Dellens,","Action, Adventure, Comedy",91 min,
(2016),Carnage Park,4.9,"3,663","Director:,Mickey Keating,,|,Stars:,Ashley Bell,,,Pat Healy,,,James Landry Hébert,,,Michael Villar,","Action, Crime, Horror",90 min,
(1988),Hellbent,4.9,231,"Director:,Richard Casey,,|,Stars:,Phil Ward,,,Lyn Levand,,,David Marciano,,,Cheryl Slean,","Action, Comedy, Drama",88 min,
(2018),Battle Drone,4.9,"3,437","Director:,Mitch Gould,,|,Stars:,Sury Patel,,,Borislav Sarandev,,,Louis Mandylor,,,Natassia Malthe,","Action, Sci-Fi",93 min,
(1988),Angel III: The Final Chapter,4.9,826,"Director:,Tom DeSimone,,|,Stars:,Mitzi Kapture,,,Mark Blankfield,,,Emile Beaucard,,,Maud Adams,","Action, Drama",99 min,
(2008),Sucker Punch,4.9,"1,356","Director:,Malcolm Martin,,|,Stars:,Gordon Alexander,,,Antonio Fargas,,,Ian Freeman,,,Tom Hardy,",Action,92 min,
(I) (2016),Interrogation,4.9,"1,826","Director:,Stephen Reynolds,,|,Stars:,Julia Benson,,,Adam Copeland,,,C.J. Perry Barnyashev,,,Erica Carroll,","Action, Thriller",93 min,
(1987),Bulletproof,4.9,"1,416","Director:,Steve Carver,,|,Stars:,Gary Busey,,,Darlanne Fluegel,,,Henry Silva,,,Thalmus Rasulala,",Action,93 min,$0.81M
(1981),Kill and Kill Again,4.9,717,"Director:,Ivan Hall,,|,Stars:,James Ryan,,,Anneline Kriel,,,Michael Mayer,,,Marloe Scott Wilson,","Action, Drama",100 min,
(2016),The Call Up,4.9,"4,029","Director:,Charles Barker,,|,Stars:,Max Deacon,,,Morfydd Clark,,,Ali Cook,,,Tom Benedict Knight,","Action, Sci-Fi, Thriller",90 min,
(2015),Re-Kill,4.9,"2,701","Director:,Valeri Milev,,|,Stars:,Bruce Payne,,,Daniella Alonso,,,Roger Cross,,,Scott Adkins,","Action, Horror",88 min,
(1976),Karate Killer,4.9,553,"Director:,Ivan Hall,,|,Stars:,James Ryan,,,Charlotte Michelle,,,Norman Coombes,,,Danie Du Plessis,","Action, Drama, Sport",94 min,
(2001),Soulkeeper,4.9,"1,261","Director:,Darin Ferriola,,|,Stars:,William Bassett,,,Howard Berger,,,Jaime Bergman,,,Vincent Berry,","Action, Adventure, Comedy",105 min,
(2015),Hollywood Adventures,4.9,678,"Director:,Timothy Kendall,,|,Stars:,Wei Zhao,,,Xiaoming Huang,,,Dawei Tong,,,Sarah Yan Li,","Action, Adventure, Comedy",114 min,
(2015),Camino,4.9,"1,093","Director:,Josh C. Waller,,|,Stars:,Zoë Bell,,,Nacho Vigalondo,,,Francisco Barreiro,,,Sheila Vand,","Action, Adventure, Thriller",103 min,
(2018),Fireman Sam: Set for Action!,4.9,151,"Directors:,Gary Andrews,,,Clint Butler,,|,Stars:,John Barrowman,,,Steven Kynman,,,David Carling,,,Su Douglas,","Animation, Action, Adventure",62 min,
(2017),Death Fighter,4.9,"1,120","Director:,Toby Russell,,|,Stars:,Matt Mullins,,,Don Wilson,,,Cynthia Rothrock,,,Chiranan Manochaem,",Action,88 min,
(1976),The Next Man,4.9,763,"Director:,Richard C. Sarafian,,|,Stars:,Sean Connery,,,Cornelia Sharpe,,,Albert Paulsen,,,Adolfo Celi,","Action, Thriller",108 min,
(2021),Overrun,4.9,"3,816","Director:,Josh Tessier,,|,Stars:,Omid Zader,,,Johnny Messner,,,Bruce Dern,,,William Katt,","Action, Comedy, Crime",105 min,
(1999),Do Not Disturb,4.9,"2,640","Director:,Dick Maas,,|,Stars:,William Hurt,,,Jennifer Tilly,,,Francesca Brown,,,Denis Leary,","Action, Comedy, Thriller",94 min,
(2008),The Man Who Came Back,4.9,871,"Director:,Glen Pitre,,|,Stars:,Eric Braeden,,,Billy Zane,,,Carol Alt,,,James Patrick Stuart,","Action, Drama, Western",112 min,
(1967),Five Golden Dragons,4.9,497,"Director:,Jeremy Summers,,|,Stars:,Robert Cummings,,,Margaret Lee,,,Rupert Davies,,,Klaus Kinski,","Action, Adventure, Comedy",93 min,
(1971),The Gatling Gun,4.9,406,"Director:,Robert Gordon,,|,Stars:,Guy Stockwell,,,Robert Fuller,,,BarBara Luna,,,Woody Strode,","Action, Drama, Western",93 min,
(1978),Mr. No Legs,4.9,519,"Director:,Ricou Browning,,|,Stars:,Richard Jaeckel,,,Ron Slinker,,,Lloyd Bochner,,,Joie Chitwood,","Action, Drama",90 min,
(IV) (2016),Turbulence,4.9,534,"Director:,Nadeem Soumah,,|,Stars:,Dina Meyer,,,Victoria Pratt,,,Justin Johnson Cortez,,,Kevin Interdonato,","Action, Drama, Thriller",120 min,
(1987),Steele Justice,4.9,743,"Director:,Robert Boris,,|,Stars:,Martin Kove,,,Sela Ward,,,Ronny Cox,,,Bernie Casey,","Action, Crime, Drama",95 min,$1.33M
(1987),Under Cover,4.9,390,"Director:,John Stockwell,,|,Stars:,David Neidorf,,,Jennifer Jason Leigh,,,Barry Corbin,,,David Harris,","Action, Crime, Drama",94 min,
(2014),The Man from Macau,4.9,"1,771","Directors:,Jing Wong,,,Siu-Hung Chung,,|,Stars:,Chow Yun-Fat,,,Nicholas Tse,,,Chapman To,,,Tian Jing,","Action, Comedy, Drama",93 min,
(2003),Consequence,4.9,618,"Director:,Anthony Hickox,,|,Stars:,Armand Assante,,,Lola Glaudini,,,Ricky Schroder,,,Danny Keogh,","Action, Thriller",97 min,
(1987),Fight to Win,4.9,208,"Director:,Leo Fong,,|,Stars:,Cynthia Rothrock,,,George Chung,,,Richard Norton,,,Troy Donahue,","Action, Comedy, Drama",77 min,
(1992),Deadly Bet,4.9,375,"Director:,Richard W. Munchkin,,|,Stars:,Jeff Wincott,,,Steven Vincent Leigh,,,Charlene Tilton,,,Michael DeLano,",Action,92 min,
(2009),The Wild Stallion,4.9,603,"Director:,Craig Clyde,,|,Stars:,Connie Sellecca,,,Fred Ward,,,Miranda Cosgrove,,,Danielle C. Ryan,","Action, Drama, Western",82 min,
(1986),P.O.W. the Escape,4.9,689,"Director:,Gideon Amir,,|,Stars:,David Carradine,,,Charles Grant,,,Mako,,,Steve James,","Action, Adventure, Drama",90 min,$2.50M
(2016),Super Detention,4.9,191,"Director:,Justin G. Dyck,,|,Stars:,Keith Cooper,,,Tino Notarianni,,,Nina Kiri,,,Aaron Chartrand,","Action, Comedy, Family",84 min,
(2008),Anton,4.9,191,"Director:,Graham Cantwell,,|,Stars:,Gerard McSorley,,,Anthony Fox,,,Laura Way,,,Andy Smith,","Action, Drama, Romance",95 min,
(2017),Bob the Builder: Mega Machines,4.9,147,"Director:,Stuart Evans,,|,Stars:,Daniel Bacon,,,Ryan Beil,,,Ian James Corlett,,,Brian Cox,","Animation, Action, Adventure",63 min,
(2001),On the Borderline,4.9,310,"Director:,Michael Oblowitz,,|,Stars:,Eric Mabius,,,Marley Shelton,,,Aidan Campbell,,,Dale Watson,","Action, Drama, Thriller",93 min,
(1976),The Swiss Conspiracy,4.9,434,"Director:,Jack Arnold,,|,Stars:,David Janssen,,,Senta Berger,,,John Ireland,,,John Saxon,","Action, Crime, Drama",89 min,
(1986),The Devastator,4.9,279,"Director:,Cirio H. Santiago,,|,Stars:,Rick Hill,,,Katt Shea,,,Terrence O'Hara,,,Bill McLaughlin,","Action, War",79 min,
(2012),Taeter City,4.9,"1,127","Director:,Giulio De Santi,,|,Stars:,Monica Muñoz,,,Santiago Ortaez,,,Wilmar Zimosa,,,Giulio De Santi,","Action, Horror, Sci-Fi",72 min,
(1989),One Man Force,4.9,244,"Director:,Dale Trevillion,,|,Stars:,John Matuszak,,,Ronny Cox,,,Charles Napier,,,Sharon Farrell,","Action, Crime, Drama",92 min,
(2018),Challenge of Five Gauntlets,4.9,117,"Director:,Len Kabasinski,,|,Stars:,Len Kabasinski,,,Leo Fong,,,Donna Hamblin,,,Jawn Gross,",Action,84 min,
(1996),Lowball,4.9,153,"Director:,Demian Lichtenstein,,|,Stars:,Peter Greene,,,Erik Schrody,,,Luis Moro,,,Jack Mulcahy,","Drama, Action, Crime",99 min,
(2013),Bullett Raja,4.9,"4,035","Directors:,Tigmanshu Dhulia,,,Ajit Sable,,|,Stars:,Saif Ali Khan,,,Sonakshi Sinha,,,Vidyut Jammwal,,,Jimmy Shergill,","Action, Crime, Drama",138 min,
(1975),Black Fist,4.9,484,"Director:,Timothy Galfas,,|,Stars:,Richard Lawson,,,Annazette Chase,,,Philip Michael Thomas,,,Robert Burr,","Action, Crime",93 min,
(1967),Devil's Angels,4.9,532,"Director:,Daniel Haller,,|,Stars:,John Cassavetes,,,Beverly Adams,,,Mimsy Farmer,,,Maurice McEndree,","Action, Crime, Drama",84 min,
(1972),The Loners,4.9,163,"Director:,Sutton Roley,,|,Stars:,Dean Stockwell,,,Patricia Stich,,,Todd Susman,,,Scott Brady,","Drama, Action",79 min,
(1988),The Lawless Land,4.9,133,"Director:,Jon Hess,,|,Stars:,Jsu Garcia,,,Leon,,,Xander Berkeley,,,Amanda Peterson,","Sci-Fi, Action, Adventure",81 min,
(1976),Devil's Express,4.9,497,"Director:,Barry Rosen,,|,Stars:,Warhawk Tanzania,,,Larry Fleischman,,,Wilfredo Roldan,,,Stephen DeFazio,","Action, Adventure, Crime",83 min,
(2009),Eyeborgs,4.9,"2,269","Director:,Richard Clabaugh,,|,Stars:,Adrian Paul,,,Dale Girard,,,Mikey Wiseman,,,John S. Rushton,","Action, Crime, Horror",102 min,
(1994),Ring of Steel,4.9,297,"Director:,David Frost,,|,Stars:,Joe Don Baker,,,Carol Alt,,,Robert Chapin,,,Darlene Vogel,","Action, Drama",94 min,
(1982),Kill Squad,4.9,579,"Director:,Patrick G. Donahue,,|,Stars:,Jean Glaudé,,,Jeff Risk,,,Jerry Johnson,,,Francisco Ramírez,","Action, Drama",85 min,
(2006),Disappearances,4.9,644,"Director:,Jay Craven,,|,Stars:,Kris Kristofferson,,,Charlie McDermott,,,Gary Farmer,,,William Sanderson,","Action, Adventure, Drama",118 min,$0.31M
(2001),Harold Robbins' Body Parts,4.9,127,"Director:,Craig Corman,,|,Stars:,Richard Grieco,,,Will Stewart,,,Athena Massey,,,Joyce Jimenez,","Action, Crime, Thriller",87 min,
(1994),Resort to Kill,4.9,419,"Director:,Dan Neira,,|,Stars:,Shin'ichi Chiba,,,Roddy Piper,,,Meg Foster,,,Deron McBee,","Action, Adventure, Fantasy",109 min,
(1990),Bloodfist II,4.9,739,"Director:,Andy Blumenthal,,|,Stars:,Don Wilson,,,Rina Reyes,,,Joe Mari Avellana,,,Robert Marius,","Action, Sport",85 min,$1.29M
(1978),Hi-Riders,4.9,214,"Director:,Greydon Clark,,|,Stars:,Mel Ferrer,,,Stephen McNally,,,Darby Hinton,,,Ralph Meeker,","Action, Crime, Drama",90 min,
(2018),Dirty Dead Con Men,4.9,105,"Director:,Marie-Grete Heinemann,,|,Stars:,Peter Dobson,,,Kevin Interdonato,,,Claudia Christian,,,Louis Mandylor,","Action, Crime, Drama",85 min,
(2020),The Sunday Night Slaughter,4.9,30,"Director:,Edward Payson,,|,Stars:,Chad Addison,,,Maria Olsen,,,Corey Feldman,,,Felissa Rose,","Action, Comedy, Horror",90 min,
(1989),Back to Back,4.9,115,"Director:,John Kincade,,|,Stars:,Bill Paxton,,,Todd Field,,,Apollonia Kotero,,,Luke Askew,","Action, Drama",95 min,
(1977),Bad Georgia Road,4.9,121,"Director:,John C. Broderick,,|,Stars:,Gary Lockwood,,,Carol Lynley,,,Royal Dano,,,Tom Kibbe,","Action, Comedy",86 min,
(2015),What Lola Wants,4.9,276,"Director:,Rupert Glasson,,|,Stars:,Sophie Lowe,,,Beau Knapp,,,Dale Dickey,,,Robert Taylor,","Action, Drama, Romance",81 min,
(I) (1935),The Lost City,4.9,309,"Director:,Harry Revier,,|,Stars:,William 'Stage' Boyd,,,Kane Richmond,,,Claudia Dell,,,Josef Swickard,","Action, Adventure, Romance",80 min,
(I) (2011),Bangkok Revenge,4.9,768,"Director:,Jean-Marc Minéo,,|,Stars:,Jonathan Patrick Foo,,,Caroline Ducey,,,Michaël Cohen,,,Apiradee Pavaputanont Na Mahasarakam,","Action, Drama",82 min,
(1976),The Sell-Out,4.9,607,"Director:,Peter Collinson,,|,Stars:,Oliver Reed,,,Richard Widmark,,,Gayle Hunnicutt,,,Sam Wanamaker,","Action, Drama, Thriller",88 min,
(1987),City of Shadows,4.9,140,"Director:,David Mitchell,,|,Stars:,Paul Coufos,,,Damian Lee,,,Marsha Levine,,,Tony Rosato,","Action, Sci-Fi, Thriller",92 min,
(1984),The Manhunt,4.9,194,"Director:,Fabrizio De Angelis,,|,Stars:,Ethan Wayne,,,Raimund Harmstorf,,,Henry Silva,,,Bo Svenson,","Action, Crime, Drama",91 min,
(2013),Harrigan,4.9,646,"Director:,Vincent Woods,,|,Stars:,Stephen Tompkinson,,,Gillian Kearney,,,Ronnie Fox,,,Craig Conway,","Action, Crime",97 min,
(1988),Cop Game,4.9,153,"Director:,Bruno Mattei,,|,Stars:,Brent Huff,,,Max Laurel,,,Romano Puppo,,,Candice Daly,","Action, Crime, Drama",84 min,
(1992),Ultraviolet,4.9,173,"Director:,Mark Griffiths,,|,Stars:,Esai Morales,,,Patricia Healy,,,Stephen Meadows,,,Louise Baker,","Action, Thriller",80 min,
(1963),The Young Racers,4.9,320,"Director:,Roger Corman,,|,Stars:,Mark Damon,,,William Campbell,,,Luana Anders,,,Patrick Magee,","Action, Drama",84 min,
(1984),Chain Gang,4.9,46,"Director:,Worth Keeter,,|,Stars:,Earl Owensby,,,Barry Bell,,,Robert Bloodworth,,,Steve Boles,","Action, Drama",90 min,
(2017),Base,4.9,202,"Director:,Richard Parry,,|,Stars:,Carlos Pedro Briceño,,,Julie Dray,,,Alexander Polli,,,Riquier Vincendeau-Verbraeken,","Action, Drama, Mystery",83 min,
(1935),Rough Riding Ranger,4.9,54,"Director:,Elmer Clifton,,|,Stars:,Rex Lease,,,Bobby Nelson,,,Janet Chandler,,,Yakima Canutt,","Action, Adventure, Drama",56 min,
(2000),Slow Burn,4.9,512,"Director:,Rodney Gibbons,,|,Stars:,Pam Grier,,,Rutger Hauer,,,Romano Orzari,,,John Dunn-Hill,","Action, Crime, Drama",90 min,
(1979),The Story of Drunken Master,4.9,129,"Director:,Hai-Feng Wei,,|,Stars:,Siu-Tin Yuen,,,Pan Pan Yeung,,,Ho Wang,,,Dean Shek,","Action, Comedy",90 min,
(1980),Savage Hunt,4.9,53,"Director:,Romano Scavolini,,|,Stars:,George Ayer,,,Mairi Hronopoulou,,,Joanne Jackal,,,Mary Mark,","Action, Thriller",87 min,
(1992),Eternal Fist,4.9,108,"Director:,Teddy Page,,|,Stars:,Cynthia Khan,,,Dale Cook,,,Don Nakaya Neilsen,,,Greg Douglass,","Action, Sci-Fi",95 min,
(2009),Anjaneyulu,4.9,413,"Director:,Parasuram,,|,Stars:,Ravi Teja,,,Nayanthara,,,Kota Srinivasa Rao,,,Nassar,","Action, Comedy, Crime",143 min,
(II) (1990),Payback,4.9,101,"Director:,Russell Solberg,,|,Stars:,Michael Ironside,,,Don Swayze,,,Teresa Blake,,,Bert Remsen,","Action, Crime, Drama",94 min,
(1983),Fireback,4.9,147,"Director:,Teddy Page,,|,Stars:,Richard Harrison,,,Bruce Baron,,,Gwendolyn Hung,,,Ann Milhench,",Action,90 min,
(I) (2009),The Boxer,4.9,590,"Director:,Thomas Jahn,,|,Stars:,Kelly Adams,,,Gregor Bador,,,Frank Braun,,,Marco Böhme,","Action, Drama, Sport",94 min,
(1988),White Force,4.9,88,"Director:,Eddie Romero,,|,Stars:,Sam J. Jones,,,Kimberley Pistone,,,Tim Hughes,,,Raul Aragon,","Action, Drama",90 min,
(1987),Dead Aim,4.9,177,"Director:,William VanDerKloot,,|,Stars:,Ed Marinaro,,,Darrell Larson,,,Cassandra Gava,,,Isaac Hayes,","Action, Crime, Drama",88 min,
(2012),Kung Fu Hero,4.9,135,"Directors:,Ying Ning,,,Cheung-Yan Yuen,,|,Stars:,Vanessa Branch,,,Tiger Hu Chen,,,Arman Darbo,,,Igor Darbo,",Action,,
(2005),Deck Dogz,4.9,289,"Director:,Steve Pasvolsky,,|,Stars:,Sean Kennedy,,,Richard Wilson,,,Ho Thi Lu,,,Maris J. Caune,","Action, Adventure, Drama",90 min,
(1995),Drifting School,4.9,96,"Director:,Junichi Mimura,,|,Stars:,Billy Drago,,,Ron Melendez,,,Henry Silva,,,Bubba Smith,",Action,90 min,
(1983),The Big Score,4.9,245,"Director:,Fred Williamson,,|,Stars:,Fred Williamson,,,Nancy Wilson,,,John Saxon,,,Richard Roundtree,","Action, Crime, Drama",85 min,
(1984),Nomad Riders,4.9,82,"Director:,Frank Roach,,|,Stars:,Tony Laschi,,,Wayne Chema,,,Richard Kluck,,,Ron Gregg,",Action,82 min,
(1976),King Kung Fu,4.9,425,"Director:,Lance D. Hayes,,|,Stars:,John Ballee,,,Billy Schwartz,,,Lois Ayres,,,Allan Baker,","Action, Comedy",95 min,
(2019),Buying Time,4.9,12,"Director:,Michael Cargile,,|,Stars:,Jake Head,,,Drew Garrett,,,Nathan Bell,,,Michael Gier,","Action, Drama, Thriller",84 min,
(2002),Yesterday,4.9,859,"Director:,Yun-su Chong,,|,Stars:,Seung-woo Kim,,,Yunjin Kim,,,Min-su Choi,,,Kim Seon-a,","Action, Crime, Sci-Fi",121 min,
(II) (2014),Time to Kill,4.9,126,"Director:,Brian K. Williams,,|,Stars:,Ellie Church,,,Debbie Rochon,,,Charlie Moon,,,Jason Hignite,","Action, Horror, Thriller",71 min,
(2014),Infiltrators,4.9,65,"Director:,Michael Stokes,,|,Stars:,Glenn Bradley,,,Stephanie Rhodes,,,Scott Challgren,,,Tom Costello Jr.,","Action, Thriller",94 min,
(2013),.357,4.9,91,"Director:,Brian Skiba,,|,Stars:,Laurie Love,,,Fred Williamson,,,Brian Ames,,,William Katt,","Action, Drama",97 min,
(1960),Young Jesse James,4.9,150,"Director:,William F. Claxton,,|,Stars:,Ray Stricklyn,,,Willard Parker,,,Merry Anders,,,Robert Dix,","Action, Adventure, War",73 min,
(2001),Let's Get Skase,4.9,303,"Director:,Matthew George,,|,Stars:,Lachy Hulme,,,Alex Dimitriades,,,Craig McLachlan,,,Adam Haddrick,","Action, Adventure, Comedy",96 min,
(1957),Guns Don't Argue,4.9,114,"Directors:,Richard C. Kahn,,,Bill Karn,,|,Stars:,Myron Healey,,,Jean Harvey,,,Paul Dubov,,,Sam Edwards,","Action, Crime, Drama",92 min,
(1980),The Snake Strikes Back,4.9,72,"Director:,Godfrey Ho,,|,Stars:,Jin-Hwa Jeong,,,Yeong-il Kim,,,Ryong Wang,,,Hyung-keun Choe,",Action,82 min,
(2001),Knight Club,4.9,324,"Director:,Russell Gannon,,|,Stars:,Lochlyn Munro,,,Glenn Plummer,,,Ed Lauter,,,Demetrius Navarro,","Action, Drama, Thriller",90 min,
(1982),Pepeng Kaliwete,4.9,10,"Director:,Pablo Santiago,,|,Stars:,Fernando Poe Jr.,,,Marianne de la Riva,,,Paquito Diaz,,,Rodolfo 'Boy' Garcia,",Action,120 min,
(1990),Reason to Die,4.9,66,"Director:,Tim Spring,,|,Stars:,Wings Hauser,,,Anneline Kriel,,,Arnold Vosloo,,,Norman Anstey,","Action, Crime, Thriller",87 min,
(1976),Bruce's Fingers,4.9,198,"Director:,Joseph Velasco,,|,Stars:,Bruce Le,,,Michael Wai-Man Chan,,,Nora Miao,,,Lieh Lo,","Action, Crime, Drama",91 min,
(2008),Journal of a Contract Killer,4.9,532,"Director:,Tony Maylam,,|,Stars:,Justine Powell,,,Adam Leese,,,Jake Canuso,,,Marco Gambino,","Action, Crime, Drama",90 min,
(1965),The Ravagers,4.9,105,"Director:,Eddie Romero,,|,Stars:,John Saxon,,,Fernando Poe Jr.,,,Bronwyn FitzSimons,,,Robert Arevalo,","Action, War, Drama",88 min,
(1990),Escape to Nowhere,4.9,29,"Director:,Teddy Page,,|,Stars:,Corwin Sperry,,,James Gregory Paolleli,,,Jim Gaines,,,Andrea Lamatsch,",Action,90 min,
(1939),The Bronze Buckaroo,4.9,255,"Director:,Richard C. Kahn,,|,Stars:,Herb Jeffries,,,Lucius Brooks,,,Artie Young,,,F.E. Miller,","Action, Adventure, Music",58 min,
(2016),Nitro Rush,4.9,478,"Director:,Alain Desrochers,,|,Stars:,Guillaume Lemay-Thivierge,,,Raymond Bouchard,,,Antoine DesRochers,,,Michel Charette,","Action, Crime, Drama",97 min,
(2004),The Threat,4.9,"1,500","Director:,Kjell Sundvall,,|,Stars:,Shanti Roney,,,Maria Bonnevie,,,Stefan Sauk,,,Dejan Cukic,","Action, Thriller",103 min,
(2001),Posljednja volja,4.9,439,"Director:,Zoran Sudar,,|,Stars:,Goran Visnjic,,,Alison Heruth-Waterbury,,,Stefan Lysenko,,,Angelica Bridges,","Action, Comedy, Romance",87 min,
(2019),Heer Maan Ja,4.9,218,"Director:,Azfar Jafri,,|,Stars:,Hareem Farooq,,,Ali Rehman Khan,,,Faizan Sheikh,,,Aamina Sheikh,","Action, Comedy, Family",146 min,
(2010),Champion Road: Arena,4.9,52,"Director:,R.L. Scott,,|,Stars:,Shaun Mixon,,,D.Y. Sao,,,Terrance Parham,,,Monyque Thompson Scott,",Action,118 min,
(1989),Eye of the Eagle 2: Inside the Enemy,4.9,135,"Director:,Carl Franklin,,|,Stars:,Todd Field,,,Ken Jacobson,,,Ronald William Lawrence,,,Shirley Tesoro,","Action, Adventure, Romance",78 min,
(1999),You're Killing Me...,4.9,291,"Director:,Antoni Stutz,,|,Stars:,Julie Bowen,,,Traci Lords,,,Dawn Maxey,,,Michael Sottile,","Action, Comedy, Crime",86 min,
(1954),Drums of Tahiti,4.9,123,"Director:,William Castle,,|,Stars:,Dennis O'Keefe,,,Patricia Medina,,,Francis L. Sullivan,,,George Keymas,","Action, Adventure, Romance",73 min,
(1973),Brother on the Run,4.9,50,"Directors:,Edward J. Lakso,,,Herbert L. Strock,,|,Stars:,Terry Carter,,,Gwenn Mitchell,,,Kyle Johnson,,,James Sikking,","Action, Drama",90 min,
(1985),Qing bao long hu men,4.9,25,"Director:,Winston Richard,,|,Stars:,Richard Kiel,,,Misty Rowe,,,Michael Reynold,,,Robert V. Barron,","Action, Comedy, Crime",90 min,
(1982),"Secret Ninja, Roaring Tiger",4.9,159,"Director:,Shi-hyeon Kim,,|,Stars:,Ryong Keo,,,Jeong-lee Hwang,,,Jeong-ah Seo,,,Philip Chan,","Drama, Action",95 min,
(2012),Mafia Man: Robstown Gangster,4.9,20,"Director:,Damian Chapa,,|,Stars:,Damian Chapa,,,Phil Sky,,,Anthony P. Maida,,,Rico Chapa,","Action, Crime",87 min,
(1992),Blood on the Badge,4.9,61,"Director:,Bret McCormick,,|,Stars:,Edward D. Dolison,,,Rocky Patterson,,,Manuel R. Garcia Jr.,,,Tracy Floyd,","Action, Thriller",97 min,
(1957),Hell Ship Mutiny,4.9,118,"Directors:,Lee Sholem,,,Elmo Williams,,|,Stars:,Jon Hall,,,John Carradine,,,Peter Lorre,,,Roberta Haynes,","Action, Adventure, Crime",66 min,
(1996),Lone Tiger,4.9,105,"Director:,Warren A. Stevens,,|,Stars:,Bruce Locke,,,Richard Lynch,,,Robert Z'Dar,,,Barbara Niven,","Action, Adventure",95 min,
(1994),Balkan Runner,4.9,41,"Director:,Stelvio Massi,,|,Stars:,Stéphane Ferrara,,,Isabel Russinova,,,Daisy White,,,Giovanni Oliveri,",Action,88 min,
(2017),Top Coat Cash,4.9,818,"Director:,David Tittone,,|,Stars:,David Tittone,,,Jason Turner,,,Rich Zvosec,,,Katrina Ann Volonnino,","Action, Crime, Drama",105 min,
(2015),Full Strike,4.9,386,"Directors:,Chi-Kin Kwok,,,Henri Wong,,|,Stars:,Josie Ho,,,Ekin Cheng,,,Ronald Cheng,,,Kwan-Ho Tse,","Action, Comedy, Sport",108 min,
(1930),Paradise Island,4.9,133,"Director:,Bert Glennon,,|,Stars:,Kenneth Harlan,,,Marceline Day,,,Tom Santschi,,,Paul Hurst,","Action, Adventure, Music",68 min,
(2018),Precognition,4.9,123,"Director:,Luke Tedder,,|,Stars:,Adam J. Bernard,,,Vanessa Russell,,,Jessica Andrews,,,Gareth Lawrence,","Action, Sci-Fi",107 min,
(2018),Wolfsbane Say my Name,4.9,15,"Director:,Jon Guerra Jr.,,|,Stars:,Mario Aguilar,,,Iris S Moy Bautista,,,Michael Dominey,,,Jon Guerra Jr.,",Action,,
(2013),Road to Juarez,4.9,86,"Director:,David A. Ponce de Leon,,|,Stars:,William Forsythe,,,Pepe Serna,,,Charley Koontz,,,Jacqueline Pinol,","Action, Thriller",84 min,
(1988),Saigon Commandos,4.9,77,"Director:,Clark Henderson,,|,Stars:,Richard Young,,,P.J. Soles,,,John Allen Nelson,,,Jimmy Bridges,","Action, Adventure",84 min,
(1977),High Seas Hijack,4.9,33,"Directors:,Katsumune Ishida,,,John A. Bushelman,,|,Stars:,Hiroshi Fujioka,,,Midori Kanazawa,,,K Amoha,,,Willie Dorsey,","Action, Adventure",95 min,
(1979),Kill the Golden Goose,4.9,73,"Director:,Elliott Hong,,|,Stars:,Brad Weston,,,Bong Soo Han,,,Ed Parker,,,Seaward Forbes,","Action, Crime, Drama",90 min,
(2004),You Are Here,4.9,41,"Director:,Erin E. MacMillan,,|,Stars:,Cory Assink,,,David Austin,,,Matty Castano,,,Jodi Clay,","Action, Comedy, Crime",91 min,
(2016),Altered Spirits,4.9,72,"Director:,Peter Bohush,,|,Stars:,Stephen Weese,,,Cristina Valenzuela,,,Richard Epcar,,,Gregory Crafts,","Action, Sci-Fi",90 min,
(2012),Lipstick and Bullets,4.9,25,"Directors:,Alex Ferrari,,,Dan Cregan,",Action,254 min,
(2012),Batman Revealed,4.9,90,"Director:,Chris Clark,,|,Stars:,David B. Stewart III,,,Chris Clark,,,Derek Mindler,,,Tim Nugent,","Action, Crime, Drama",62 min,
(2018),Dashuria S'mjafton,4.9,41,"Director:,Drilon Hoxha,,|,Stars:,Drilon Hoxha,,,Ardian Ramushi,,,Klark Morina,,,Ardit Zela,",Action,,
(1942),Danger in the Pacific,4.9,38,"Director:,Lewis D. Collins,,|,Stars:,Leo Carrillo,,,Andy Devine,,,Don Terry,,,Louise Allbritton,","Action, Adventure, Romance",60 min,
(2009),Terror Overload,4.9,121,"Directors:,Brant Johnson,,,Kevin Myhre,,,Jason Stephenson,,|,Stars:,Joe Knetter,,,Sarah French,,,Nicole Kruex,,,Landyn Banx,","Action, Comedy, Horror",81 min,
(2018),Sem par nechistykh,4.9,65,"Directors:,Kirill Belevich,,,Yuriy Ilin,,|,Stars:,Yuriy Borisov,,,Marina Vorozhishcheva,,,Vasiliy Mishchenko,,,Timofey Tribuntsev,","Action, Adventure, Drama",78 min,
(1990),Lock 'n' Load,4.9,57,"Director:,David A. Prior,,|,Stars:,Jack Forcinito,,,Renée Cline,,,Jeffrey Judson Smith,,,William Hathaway-Clark,","Action, Crime, Thriller",86 min,
(VI) (2016),Lucky,4.9,876,"Directors:,Monica De Oliveira,,,Bari Kang,,|,Stars:,Galla Borowski,,,Anna Chitashvili,,,Jose Claudio,,,Monica De Oliveira,","Action, Crime, Drama",89 min,
(1987),Ninja Death Squad,4.9,71,"Director:,Godfrey Ho,,|,Stars:,Sandy Andolong,,,Susan Bautista,,,Glen Carson,,,Kei-Ying Cheng,",Action,90 min,
